Zeit;Kanal A
(ms);(mV)

-21,14499915;-6,06699038
-21,13999915;-7,00049162
-21,13499915;-7,00049162
-21,12999915;-7,93399334
-21,12499915;-7,93399334
-21,11999915;-8,86749458
-21,11499915;-7,46647358
-21,10999915;-7,00049162
-21,10499915;-7,46647358
-21,09999915;-6,53297186
-21,09499915;-5,13348866
-21,08999915;-2,79896641
-21,08499915;-1,86546493
-21,07999915;-0,93196350
-21,07499915;1,86546493
-21,06999915;2,33298445
-21,06499915;3,26648593
-21,05999915;4,19998741
-21,05499915;4,19998741
-21,04999915;6,06699038
-21,04499915;3,73246789
-21,03999915;3,26648593
-21,03499915;3,26648593
-21,02999915;2,79896641
-21,02499915;0,93196350
-21,01999915;0,93196350
-21,01499915;0,93196350
-21,00999915;0,00000000
-21,00499915;-0,46598175
-20,99999915;0,46598175
-20,99499915;0,93196350
-20,98999915;0,93196350
-20,98499915;1,86546493
-20,97999915;1,86546493
-20,97499915;2,33298445
-20,96999915;3,26648593
-20,96499915;4,19998741
-20,95999915;4,66596889
-20,95499915;3,73246789
-20,94999915;4,19998741
-20,94499915;3,73246789
-20,93999915;4,19998741
-20,93499915;4,66596889
-20,92999915;4,19998741
-20,92499915;3,73246789
-20,91999916;4,19998741
-20,91499916;4,19998741
-20,90999916;4,66596889
-20,90499916;5,13348866
-20,89999916;5,59947062
-20,89499916;5,13348866
-20,88999916;6,06699038
-20,88499916;6,06699038
-20,87999916;5,13348866
-20,87499916;5,59947062
-20,86999916;6,53297186
-20,86499916;5,59947062
-20,85999916;5,13348866
-20,85499916;5,59947062
-20,84999916;4,66596889
-20,84499916;5,59947062
-20,83999916;4,66596889
-20,83499916;5,13348866
-20,82999916;5,13348866
-20,82499916;5,13348866
-20,81999916;5,59947062
-20,81499916;6,53297186
-20,80999916;6,06699038
-20,80499916;7,00049162
-20,79999916;7,93399334
-20,79499916;7,46647358
-20,78999916;7,93399334
-20,78499916;8,86749458
-20,77999916;8,86749458
-20,77499916;9,33347607
-20,76999916;9,80099583
-20,76499916;9,33347607
-20,75999916;8,86749458
-20,75499916;8,39997482
-20,74999916;8,86749458
-20,74499916;9,33347607
-20,73999916;7,00049162
-20,73499916;7,46647358
-20,72999916;7,00049162
-20,72499916;5,13348866
-20,71999916;4,66596889
-20,71499916;4,19998741
-20,70999916;3,73246789
-20,70499916;3,73246789
-20,69999916;3,26648593
-20,69499916;2,33298445
-20,68999916;2,33298445
-20,68499916;2,33298445
-20,67999916;1,86546493
-20,67499916;1,39948320
-20,66999916;0,46598175
-20,66499916;0,46598175
-20,65999916;0,93196350
-20,65499916;0,46598175
-20,64999916;-0,46598175
-20,64499916;-0,93196350
